UID,REFCAT,Vulnerabilidad,SA,GradoDanio,PGA,Suelo,pNull,pLow,pMod,pExt,pCom,pMean,ojo,year,floor,facadeL,Escombro
1267,4406602XG1740E,M31-PRE,0.43,Sligth,0.189,C,0.396,0.509,0.076,0.017,0.001,Sligth,Masonry,1945,2,34.67,0.01057
1268,4406604XG1740E,RC31-PRE,0.269,None,0.189,C,0.763,0.177,0.054,0.006,0.001,None,Reinforced Concrete,1945,1,15.93,0
1269,4406605XG1740E,RC31-PRE,0.269,None,0.189,C,0.763,0.177,0.054,0.006,0.001,None,Reinforced Concrete,1955,2,20.36,0
1270,4406606XG1740E,M34-PRE,0.417,None,0.189,C,0.599,0.37,0.026,0.004,0.0,None,Masonry,1955,2,12.09,0
1271,4406607XG1740E,RC31-PRE,0.269,None,0.189,C,0.763,0.177,0.054,0.006,0.001,None,Reinforced Concrete,1955,3,6.29,0
1272,4406608XG1740E,RC31-PRE,0.269,None,0.189,C,0.763,0.177,0.054,0.006,0.001,None,Reinforced Concrete,1955,2,10.32,0
1273,4406609XG1740E,M34-PRE,0.416,None,0.189,C,0.601,0.369,0.026,0.004,0.0,None,Masonry,1960,2,36.24,0
1274,4406610XG1740E,RC31-PRE,0.269,None,0.188,C,0.763,0.177,0.054,0.006,0.001,None,Reinforced Concrete,1950,2,14.93,0
1275,4406611XG1740E,RC31-PRE,0.269,None,0.188,C,0.763,0.177,0.054,0.005,0.001,None,Reinforced Concrete,1960,2,13.04,0
1276,4406612XG1740E,RC31-PRE,0.269,None,0.188,C,0.763,0.177,0.054,0.005,0.001,None,Reinforced Concrete,1980,2,4.12,0
1277,4406613XG1740E,M34-PRE,0.416,None,0.188,C,0.603,0.367,0.026,0.004,0.0,None,Masonry,1955,2,10.44,0
1278,4406614XG1740E,M31-PRE,0.429,Sligth,0.188,C,0.399,0.508,0.075,0.017,0.001,Sligth,Masonry,1900,3,30.52,0.01038
1279,4406615XG1740E,M11-PRE,0.413,Extensive,0.188,C,0.004,0.079,0.28,0.314,0.323,Extensive,Masonry,1900,2,38.37,0.08046
1280,4406616XG1740E,M31-PRE,0.429,Sligth,0.188,C,0.399,0.508,0.075,0.017,0.001,Sligth,Masonry,1900,2,11.82,0.0109
1281,4406617XG1740E,M34-PRE,0.416,None,0.188,C,0.603,0.367,0.026,0.004,0.0,None,Masonry,1980,2,7.73,0
1282,4406618XG1740E,M34-PRE,0.416,None,0.188,C,0.602,0.368,0.026,0.004,0.0,None,Masonry,1930,1,12.74,0
1283,4406619XG1740E,M34-PRE,0.416,None,0.188,C,0.602,0.368,0.026,0.004,0.0,None,Masonry,1955,2,34.79,0
1284,4406620XG1740E,M34-PRE,0.416,None,0.188,C,0.602,0.368,0.026,0.004,0.0,None,Masonry,1950,1,18.29,0
1285,4406701XG1740E,M11-PRE,0.413,Extensive,0.188,C,0.004,0.079,0.281,0.313,0.322,Extensive,Masonry,1900,1,14.99,0.05627
1286,4406703XG1740E,M34-PRE,0.415,None,0.188,C,0.603,0.367,0.026,0.004,0.0,None,Masonry,1970,4,21.46,0
1287,4406704XG1740E,RC31-PRE,0.268,None,0.188,C,0.764,0.176,0.053,0.005,0.001,None,Reinforced Concrete,1965,2,21.17,0
1288,4406705XG1740E,RC31-PRE,0.268,None,0.188,C,0.764,0.176,0.053,0.005,0.001,None,Reinforced Concrete,1965,3,9.28,0
1289,4406801XG1740E,RC31-PRE,0.268,None,0.188,C,0.764,0.176,0.053,0.005,0.001,None,Reinforced Concrete,1970,2,37.02,0
1290,4406901XG1740E,M11-PRE,0.413,Extensive,0.188,C,0.004,0.079,0.28,0.314,0.323,Extensive,Masonry,1900,2,35.11,0.08114
1291,4406902XG1740E,M11-PRE,0.413,Extensive,0.188,C,0.004,0.079,0.28,0.314,0.323,Extensive,Masonry,1900,1,7.43,0.05649
1292,4407002XG1740E,M34-PRE,0.414,None,0.187,C,0.608,0.363,0.025,0.004,0.0,None,Masonry,1950,3,32.12,0
1293,4407004XG1740E,RC31-PRE,0.268,None,0.188,C,0.765,0.176,0.053,0.005,0.001,None,Reinforced Concrete,1981,3,31.82,0
1294,4407005XG1740E,M31-PRE,0.428,Sligth,0.187,C,0.404,0.505,0.073,0.016,0.001,Sligth,Masonry,1940,2,137.28,0.01051
1295,4407006XG1740E,M31-PRE,0.426,Sligth,0.187,C,0.408,0.503,0.072,0.016,0.001,Sligth,Masonry,1930,2,374.87,0.0105
1296,4407007XG1740E,M31-PRE,0.424,Sligth,0.186,C,0.413,0.5,0.07,0.015,0.001,Sligth,Masonry,1940,1,11.05,0.00984
1297,4407008XG1740E,M34-PRE,0.41,None,0.186,C,0.617,0.355,0.024,0.004,0.0,None,Masonry,1980,3,41.07,0
1298,4407101XG1740E,RC31-PRE,0.267,None,0.187,C,0.766,0.175,0.053,0.005,0.001,None,Reinforced Concrete,1967,3,47.74,0
1299,4407201XG1740E,RC31-PRE,0.268,None,0.188,C,0.764,0.176,0.053,0.005,0.001,None,Reinforced Concrete,1967,1,40.31,0
1300,4407202XG1740E,M31-PRE,0.428,Sligth,0.188,C,0.401,0.507,0.074,0.017,0.001,Sligth,Masonry,1920,1,26.68,0.01072
1301,4407301XG1740E,RC31-PRE,0.269,None,0.188,C,0.764,0.177,0.054,0.005,0.001,None,Reinforced Concrete,1961,2,23.9,0
1302,4407302XG1740E,M31-PRE,0.429,Sligth,0.188,C,0.399,0.508,0.075,0.017,0.001,Sligth,Masonry,1930,1,9.3,0.01103
1303,4406621XG1740E,M34-PRE,0.416,None,0.188,C,0.602,0.367,0.026,0.004,0.0,None,Masonry,1950,1,2.56,0
1304,4407303XG1740E,M31-PRE,0.429,Sligth,0.188,C,0.399,0.508,0.075,0.017,0.001,Sligth,Masonry,1930,1,13.17,0.01014
1305,4407304XG1740E,M31-PRE,0.429,Sligth,0.188,C,0.399,0.508,0.075,0.017,0.001,Sligth,Masonry,1930,1,3.43,0.0086
1306,4407305XG1740E,RC31-PRE,0.268,None,0.188,C,0.764,0.176,0.053,0.005,0.001,None,Reinforced Concrete,1967,1,14.79,0
1307,4407306XG1740E,RC31-PRE,0.268,None,0.188,C,0.764,0.176,0.053,0.005,0.001,None,Reinforced Concrete,1960,2,18.75,0
1308,4407307XG1740E,M31-PRE,0.429,Sligth,0.188,C,0.401,0.507,0.074,0.017,0.001,Sligth,Masonry,1930,2,19.15,0.01081
1309,4407401XG1740E,RC31-PRE,0.269,None,0.189,C,0.763,0.177,0.054,0.006,0.001,None,Reinforced Concrete,1975,2,39.88,0
1310,4407402XG1740E,RC31-PRE,0.269,None,0.188,C,0.763,0.177,0.054,0.006,0.001,None,Reinforced Concrete,1950,2,9.74,0
1311,4407403XG1740E,RC31-PRE,0.269,None,0.188,C,0.764,0.177,0.054,0.005,0.001,None,Reinforced Concrete,1950,2,19.17,0
1312,4407404XG1740E,M34-PRE,0.416,None,0.188,C,0.602,0.367,0.026,0.004,0.0,None,Masonry,1965,3,11.73,0
1313,4407405XG1740E,M31-PRE,0.429,Sligth,0.188,C,0.399,0.508,0.075,0.017,0.001,Sligth,Masonry,1930,1,22.49,0.0105
1314,4407406XG1740E,M31-PRE,0.429,Sligth,0.188,C,0.4,0.507,0.075,0.017,0.001,Sligth,Masonry,1930,3,19.24,0.01078
1315,4407407XG1740E,RC31-PRE,0.269,None,0.188,C,0.763,0.177,0.054,0.005,0.001,None,Reinforced Concrete,1960,2,10.32,0
1316,4407408XG1740E,RC31-PRE,0.269,None,0.188,C,0.763,0.177,0.054,0.006,0.001,None,Reinforced Concrete,1960,2,14.02,0
1317,4407501XG1740E,RC31-PRE,0.269,None,0.188,C,0.763,0.177,0.054,0.005,0.001,None,Reinforced Concrete,1960,3,28.64,0
1318,4407502XG1740E,M34-PRE,0.417,None,0.189,C,0.6,0.369,0.026,0.004,0.0,None,Masonry,1960,3,27.42,0
1319,4407503XG1740E,M31-PRE,0.43,Sligth,0.189,C,0.397,0.509,0.076,0.017,0.001,Sligth,Masonry,1930,1,30.75,0.01033
1320,4407504XG1740E,M34-PRE,0.416,None,0.188,C,0.601,0.368,0.026,0.004,0.0,None,Masonry,1965,2,24.03,0
1321,4407601XG1740E,RC31-PRE,0.269,None,0.188,C,0.763,0.177,0.054,0.005,0.001,None,Reinforced Concrete,1978,3,34.05,0
1322,4407701XG1740E,RC31-PRE,0.269,None,0.189,C,0.763,0.177,0.054,0.006,0.001,None,Reinforced Concrete,1970,2,34.81,0
1323,4407901XG1740E,M34-PRE,0.415,None,0.188,C,0.603,0.367,0.026,0.004,0.0,None,Masonry,1970,3,32.29,0
1324,4408001XG1740G,RC31-PRE,0.266,None,0.187,C,0.767,0.175,0.052,0.005,0.001,None,Reinforced Concrete,1975,1,13.15,0
1325,4408002XG1740G,RC31-PRE,0.267,None,0.187,C,0.767,0.175,0.052,0.005,0.001,None,Reinforced Concrete,1975,1,12.22,0
1326,4408003XG1740G,RC31-PRE,0.267,None,0.187,C,0.767,0.175,0.053,0.005,0.001,None,Reinforced Concrete,1978,3,44.22,0
1327,4408004XG1740G,RC31-PRE,0.267,None,0.187,C,0.766,0.175,0.053,0.005,0.001,None,Reinforced Concrete,1975,1,26.74,0
1328,4408006XG1740G,M34-PRE,0.414,None,0.188,C,0.606,0.364,0.025,0.004,0.0,None,Masonry,1960,2,72.24,0
1329,4408007XG1740G,M31-PRE,0.428,Sligth,0.188,C,0.401,0.507,0.074,0.017,0.001,Sligth,Masonry,1930,1,18.2,0.01023
1330,4408008XG1740G,M31-PRE,0.428,Sligth,0.188,C,0.401,0.507,0.074,0.017,0.001,Sligth,Masonry,1930,1,2.88,0.00958
1331,4408009XG1740G,M34-PRE,0.264,Sligth,0.188,C,0.204,0.581,0.151,0.055,0.007,Sligth,Masonry,1960,3,24.62,0.01061
1332,4408010XG1740G,M11-PRE,0.413,Extensive,0.188,C,0.004,0.079,0.281,0.313,0.322,Extensive,Masonry,1930,2,12.68,0.08075
1333,4408011XG1740G,M31-PRE,0.429,Sligth,0.188,C,0.4,0.507,0.074,0.017,0.001,Sligth,Masonry,1930,1,13.1,0.01018
1334,4408012XG1740G,M34-PRE,0.415,None,0.188,C,0.604,0.366,0.025,0.004,0.0,None,Masonry,1930,1,10.3,0
1335,4408013XG1740G,M31-PRE,0.428,Sligth,0.188,C,0.401,0.507,0.074,0.017,0.001,Sligth,Masonry,1930,2,26.85,0.01067
1336,4408014XG1740G,M34-PRE,0.414,None,0.188,C,0.606,0.364,0.025,0.004,0.0,None,Masonry,1950,2,35.52,0
1337,4408015XG1740G,M31-PRE,0.428,Sligth,0.188,C,0.402,0.506,0.074,0.017,0.001,Sligth,Masonry,1930,1,27.05,0.01062
1338,4408016XG1740G,RC31-PRE,0.268,None,0.188,C,0.765,0.176,0.053,0.005,0.001,None,Reinforced Concrete,1965,3,13.41,0
1339,4408017XG1740G,M34-PRE,0.414,None,0.188,C,0.607,0.364,0.025,0.004,0.0,None,Masonry,1930,1,24.8,0
1340,4408018XG1740G,RC31-PRE,0.268,None,0.187,C,0.765,0.176,0.053,0.005,0.001,None,Reinforced Concrete,1950,2,34.29,0
1341,4408019XG1740G,M31-PRE,0.427,Sligth,0.187,C,0.405,0.504,0.073,0.016,0.001,Sligth,Masonry,1930,1,22.86,0.01039
1342,4408020XG1740G,RC31-PRE,0.267,None,0.187,C,0.766,0.175,0.053,0.005,0.001,None,Reinforced Concrete,1965,3,18.34,0
1343,4408021XG1740G,M34-PRE,0.413,None,0.187,C,0.61,0.361,0.025,0.004,0.0,None,Masonry,1965,2,38.61,0
1344,4408301XG1740G,M34-PRE,0.415,None,0.188,C,0.605,0.365,0.025,0.004,0.0,None,Masonry,1960,1,26.53,0
1345,4408302XG1740G,M34-PRE,0.415,None,0.188,C,0.605,0.365,0.025,0.004,0.0,None,Masonry,1960,3,29.47,0
1346,4408303XG1740G,RC31-PRE,0.268,None,0.188,C,0.764,0.176,0.053,0.005,0.001,None,Reinforced Concrete,1974,2,36.55,0
1347,4408401XG1740G,RC31-PRE,0.268,None,0.188,C,0.764,0.176,0.053,0.005,0.001,None,Reinforced Concrete,1955,2,52.79,0
