UID,REFCAT,Vulnerabilidad,SA,GradoDanio,PGA,Suelo,pNull,pLow,pMod,pExt,pCom,pMean,ojo,year,floor,facadeL,Escombro
3727,4808811XG1740H,RC31-LOW,0.232,Sligth,0.22,C,0.463,0.298,0.194,0.038,0.007,Sligth,Reinforced Concrete,2006,5,26.23,0.00391
3728,4809401XG1740H,M31-PRE,0.571,Moderate,0.228,D,0.087,0.5,0.251,0.131,0.03,Moderate,Masonry,1940,4,30.41,0.02167
3729,4809402XG1740H,RC31-PRE,0.28,Sligth,0.228,D,0.356,0.307,0.26,0.065,0.013,Sligth,Reinforced Concrete,1995,3,27.95,0.00415
3730,4809403XG1740H,RC31-PRE,0.419,Sligth,0.228,D,0.459,0.298,0.196,0.039,0.007,Sligth,Reinforced Concrete,1945,3,3.64,0.00475
3731,4809412XG1740H,RC31-LOW,0.091,Sligth,0.22,C,0.33,0.305,0.276,0.073,0.016,Sligth,Reinforced Concrete,2009,4,97.46,0.00395
3732,4809413XG1740H,RC31-LOW,0.113,Sligth,0.228,D,0.244,0.288,0.331,0.109,0.028,Sligth,Reinforced Concrete,2009,4,14.38,0.00409
3733,4809414XG1740H,RC31-LOW,0.28,Sligth,0.228,D,0.356,0.307,0.26,0.065,0.013,Sligth,Reinforced Concrete,2011,4,17.9,0.00423
3734,4809701XG1740H,M31-PRE,0.377,Moderate,0.22,C,0.023,0.315,0.299,0.256,0.106,Moderate,Masonry,1920,5,20.55,0.02147
3735,4809702XG1740H,RC31-LOW,0.232,Sligth,0.22,C,0.463,0.298,0.194,0.038,0.007,Sligth,Reinforced Concrete,2005,4,24.39,0.00405
3736,4809703XG1740H,RC31-PRE,0.232,Sligth,0.22,C,0.463,0.298,0.194,0.038,0.007,Sligth,Reinforced Concrete,1979,5,29.05,0.00407
3737,4809706XG1740H,M31-PRE,0.377,Moderate,0.22,C,0.023,0.315,0.299,0.256,0.106,Moderate,Masonry,1935,3,19.67,0.02213
3738,4809708XG1740H,RC31-LOW,0.232,Sligth,0.219,C,0.464,0.298,0.193,0.038,0.007,Sligth,Reinforced Concrete,2004,5,26.22,0.00391
3739,4809709XG1740H,RC31-PRE,0.232,Sligth,0.219,C,0.465,0.297,0.193,0.038,0.007,Sligth,Reinforced Concrete,1996,3,50.94,0.00396
3740,4809710XG1740H,M31-PRE,0.539,Sligth,0.22,C,0.171,0.564,0.184,0.071,0.011,Sligth,Masonry,1920,4,116.66,0.01055
3741,4809711XG1740H,RC31-LOW,0.232,Sligth,0.22,C,0.464,0.298,0.194,0.038,0.007,Sligth,Reinforced Concrete,2004,5,14.19,0.00411
3742,4809712XG1740H,M31-PRE,0.377,Moderate,0.22,C,0.023,0.316,0.299,0.256,0.106,Moderate,Masonry,1930,4,13.98,0.02297
3743,4809713XG1740H,RC31-LOW,0.232,Sligth,0.22,C,0.463,0.298,0.194,0.038,0.007,Sligth,Reinforced Concrete,2007,5,9.77,0.00405
3744,4810003XG1741B,M11-PRE,0.41,Complete,0.227,D,0.0,0.002,0.029,0.113,0.857,Complete,Masonry,1900,4,15.6,0.31801
3745,4810004XG1741B,RC31-PRE,0.279,Sligth,0.227,D,0.358,0.307,0.258,0.064,0.013,Sligth,Reinforced Concrete,1900,4,19.72,0.00403
3746,4810005XG1741B,RC31-PRE,0.418,Sligth,0.227,D,0.463,0.298,0.194,0.038,0.007,Sligth,Reinforced Concrete,1970,3,20.71,0.00393
3747,4810006XG1741B,M31-PRE,0.569,Moderate,0.227,D,0.09,0.504,0.249,0.129,0.029,Moderate,Masonry,1925,4,33.86,0.02238
3748,4810009XG1741B,RC31-PRE,0.232,Sligth,0.219,C,0.465,0.297,0.193,0.038,0.007,Sligth,Reinforced Concrete,1971,5,15.97,0.00388
3749,4810010XG1741B,M31-PRE,0.377,Moderate,0.219,C,0.023,0.317,0.299,0.255,0.106,Moderate,Masonry,1920,4,13.46,0.0208
3750,4810011XG1741B,M11-PRE,0.523,Extensive,0.22,C,0.001,0.02,0.136,0.264,0.58,Extensive,Masonry,1920,4,26.67,0.11853
3751,4810012XG1741B,M31-PRE,0.539,Sligth,0.22,C,0.17,0.564,0.184,0.071,0.011,Sligth,Masonry,1920,2,19.39,0.01072
3752,4810013XG1741B,M34-PRE,0.558,Sligth,0.227,D,0.225,0.581,0.139,0.048,0.006,Sligth,Masonry,1980,3,11.34,0.01122
3753,4810014XG1741B,M34-PRE,0.558,Sligth,0.227,D,0.225,0.581,0.14,0.048,0.006,Sligth,Masonry,1975,3,29.88,0.01053
3754,4810016XG1741B,RC31-PRE,0.418,Sligth,0.227,D,0.461,0.298,0.195,0.039,0.007,Sligth,Reinforced Concrete,1980,3,29.29,0.00405
3755,4810019XG1741B,M34-PRE,0.559,Sligth,0.228,D,0.224,0.581,0.14,0.049,0.006,Sligth,Masonry,1960,4,26.26,0.01083
3756,4810020XG1741B,RC31-LOW,0.418,Sligth,0.228,D,0.461,0.298,0.195,0.039,0.007,Sligth,Reinforced Concrete,1850,3,44.11,0.00404
3757,4810023XG1741B,M31-PRE,0.377,Moderate,0.22,C,0.023,0.316,0.299,0.255,0.106,Moderate,Masonry,1900,6,69.91,0.02189
3758,4810024XG1741B,M11-PRE,0.362,Complete,0.219,C,0.0,0.006,0.062,0.18,0.752,Complete,Masonry,1750,3,19.26,0.26769
3759,4810025XG1741B,M11-PRE,0.268,Extensive,0.192,C,0.001,0.027,0.162,0.282,0.528,Extensive,Masonry,1650,4,188.09,0.11712
3760,4810026XG1741B,M11-PRE,0.362,Complete,0.219,C,0.0,0.006,0.063,0.181,0.751,Complete,Masonry,1700,6,125.64,0.42693
3761,4810027XG1741B,RC31-LOW,0.232,Sligth,0.219,C,0.465,0.297,0.193,0.038,0.007,Sligth,Reinforced Concrete,2010,4,73.59,0.00404
3762,4810028XG1741B,RC31-PRE,0.419,Sligth,0.228,D,0.461,0.298,0.195,0.039,0.007,Sligth,Reinforced Concrete,1900,5,62.97,0.00406
3763,4810030XG1741B,M11-PRE,0.422,Extensive,0.192,C,0.004,0.071,0.267,0.314,0.344,Extensive,Masonry,1650,1,14.26,0.05755
3764,4810101XG1741B,M34-PRE,0.555,Sligth,0.226,D,0.232,0.58,0.136,0.046,0.006,Sligth,Masonry,1960,3,16.7,0.01084
3765,4810102XG1741B,M31-PRE,0.566,Sligth,0.226,D,0.093,0.507,0.247,0.126,0.028,Sligth,Masonry,1940,1,8.51,0.00967
3766,4810103XG1741B,M31-PRE,0.567,Sligth,0.226,D,0.092,0.507,0.247,0.126,0.028,Sligth,Masonry,1940,1,9.25,0.01107
3767,4810104XG1741B,M31-PRE,0.567,Sligth,0.226,D,0.092,0.507,0.247,0.126,0.028,Sligth,Masonry,1940,1,3.68,0.00826
3768,4810105XG1741B,M11-PRE,0.553,Complete,0.226,D,0.0,0.007,0.068,0.188,0.737,Complete,Masonry,1920,1,30.43,0.12451
3769,4810106XG1741B,M11-PRE,0.554,Complete,0.226,D,0.0,0.006,0.067,0.188,0.738,Complete,Masonry,1850,2,52.16,0.20289
3770,4810107XG1741B,M31-PRE,0.567,Sligth,0.226,D,0.092,0.506,0.248,0.127,0.028,Sligth,Masonry,1890,4,34.21,0.01066
3771,4810108XG1741B,M11-PRE,0.554,Complete,0.226,D,0.0,0.006,0.068,0.188,0.738,Complete,Masonry,1890,3,33.96,0.26714
3772,4810109XG1741B,M11-PRE,0.554,Complete,0.226,D,0.0,0.006,0.068,0.188,0.738,Complete,Masonry,1850,3,104.45,0.26537
3773,4810110XG1741B,M31-PRE,0.566,Sligth,0.226,D,0.092,0.507,0.247,0.126,0.028,Sligth,Masonry,1850,3,44.41,0.01059
3774,4810111XG1741B,M11-PRE,0.553,Complete,0.226,D,0.0,0.007,0.068,0.189,0.736,Complete,Masonry,1850,2,31.02,0.20053
3775,4810112XG1741B,M11-PRE,0.52,Extensive,0.218,C,0.001,0.021,0.14,0.267,0.572,Extensive,Masonry,1850,1,16.39,0.05794
3776,4810113XG1741B,M34-PRE,0.423,None,0.191,C,0.584,0.382,0.029,0.005,0.0,None,Masonry,1950,2,50.75,0
3777,4810114XG1741B,RC31-PRE,0.273,None,0.191,C,0.757,0.181,0.056,0.006,0.001,None,Reinforced Concrete,1950,1,16.04,0
3778,4810115XG1741B,RC31-LOW,0.416,Sligth,0.226,D,0.466,0.297,0.193,0.038,0.007,Sligth,Reinforced Concrete,2001,2,19.34,0.00407
3779,4810401XG1741B,RC31-PRE,0.418,Sligth,0.227,D,0.461,0.298,0.195,0.039,0.007,Sligth,Reinforced Concrete,1989,4,67.74,0.00407
3780,4810402XG1741B,M11-PRE,0.412,Complete,0.228,D,0.0,0.002,0.028,0.111,0.859,Complete,Masonry,1900,4,94.42,0.32128
3781,4810403XG1741B,M31-PRE,0.571,Moderate,0.228,D,0.088,0.5,0.251,0.131,0.03,Moderate,Masonry,1905,3,7.76,0.02137
3782,4810404XG1741B,RC31-PRE,0.279,Sligth,0.228,D,0.356,0.307,0.259,0.064,0.013,Sligth,Reinforced Concrete,1991,4,25.3,0.00398
3783,4810405XG1741B,RC31-LOW,0.279,Sligth,0.228,D,0.356,0.307,0.259,0.064,0.013,Sligth,Reinforced Concrete,1910,4,18.65,0.00414
3784,4810406XG1741B,RC31-PRE,0.419,Sligth,0.228,D,0.461,0.298,0.195,0.039,0.007,Sligth,Reinforced Concrete,1960,3,17.39,0.00373
3785,4810407XG1741B,RC31-PRE,0.418,Sligth,0.227,D,0.461,0.298,0.195,0.039,0.007,Sligth,Reinforced Concrete,1967,3,23.5,0.00413
3786,4810408XG1741B,M31-PRE,0.57,Moderate,0.228,D,0.089,0.502,0.25,0.13,0.029,Moderate,Masonry,1940,3,12.16,0.02229
3787,4810409XG1741B,RC31-LOW,0.279,Sligth,0.227,D,0.357,0.307,0.259,0.064,0.013,Sligth,Reinforced Concrete,1997,4,31.75,0.00389
3788,4811101XG1741B,RC31-PRE,0.273,None,0.191,C,0.757,0.181,0.056,0.006,0.001,None,Reinforced Concrete,1975,3,21.01,0
3789,4811102XG1741B,M31-PRE,0.436,Sligth,0.191,C,0.38,0.518,0.081,0.019,0.002,Sligth,Masonry,1900,2,10.01,0.01049
3790,4811103XG1741B,M31-PRE,0.436,Sligth,0.191,C,0.381,0.518,0.081,0.019,0.002,Sligth,Masonry,1920,2,22.44,0.01052
3791,4811104XG1741B,M31-PRE,0.436,Sligth,0.191,C,0.381,0.518,0.081,0.019,0.002,Sligth,Masonry,1900,2,33.66,0.01026
3792,4811105XG1741B,M34-PRE,0.422,None,0.191,C,0.587,0.38,0.028,0.005,0.0,None,Masonry,1970,3,51.71,0
3793,4811201XG1741B,M11-PRE,0.421,Extensive,0.192,C,0.004,0.072,0.269,0.314,0.341,Extensive,Masonry,1920,1,30.36,0.05595
3794,4811202XG1741B,M34-PRE,0.424,None,0.192,C,0.581,0.384,0.029,0.005,0.0,None,Masonry,1920,1,18.94,0
3795,4811203XG1741B,M31-PRE,0.438,Sligth,0.192,C,0.376,0.52,0.082,0.019,0.002,Sligth,Masonry,1920,1,4.28,0.01168
3796,4811204XG1741B,RC31-PRE,0.273,None,0.192,C,0.756,0.181,0.056,0.006,0.001,None,Reinforced Concrete,1975,2,27.53,0
3797,4811205XG1741B,M31-PRE,0.438,Sligth,0.192,C,0.377,0.52,0.082,0.019,0.002,Sligth,Masonry,1920,2,24.96,0.01051
3798,4811206XG1741B,M31-PRE,0.438,Sligth,0.192,C,0.377,0.52,0.082,0.019,0.002,Sligth,Masonry,1920,2,25.45,0.01038
3799,4811207XG1741B,RC31-LOW,0.273,None,0.192,C,0.756,0.181,0.056,0.006,0.001,None,Reinforced Concrete,0,1,21.13,0
3800,4811209XG1741B,RC31-LOW,0.273,None,0.191,C,0.757,0.181,0.056,0.006,0.001,None,Reinforced Concrete,0,1,23.37,0
3801,4811301XG1741B,RC31-PRE,0.273,None,0.192,C,0.756,0.181,0.056,0.006,0.001,None,Reinforced Concrete,1965,3,10.46,0
3802,4811302XG1741B,M34-PRE,0.424,None,0.192,C,0.58,0.386,0.029,0.005,0.0,None,Masonry,1960,1,19.01,0
3803,4811309XG1741B,M34-PRE,0.424,None,0.192,C,0.581,0.385,0.029,0.005,0.0,None,Masonry,1960,2,7.18,0
3804,4811310XG1741B,RC31-PRE,0.274,None,0.192,C,0.755,0.182,0.056,0.006,0.001,None,Reinforced Concrete,1980,2,33.1,0
3805,4811311XG1741B,RC31-PRE,0.274,None,0.192,C,0.755,0.182,0.057,0.006,0.001,None,Reinforced Concrete,1980,2,5.44,0
3806,4811502XG1741B,RC31-PRE,0.419,Sligth,0.228,D,0.461,0.298,0.195,0.039,0.007,Sligth,Reinforced Concrete,1980,2,24.17,0.00407
3807,4811503XG1741B,RC31-PRE,0.419,Sligth,0.228,D,0.461,0.298,0.195,0.039,0.007,Sligth,Reinforced Concrete,1980,2,25.63,0.00395
3808,4808315XG1740H,M34-PRE,0.528,Sligth,0.22,C,0.333,0.549,0.09,0.025,0.002,Sligth,Masonry,1900,2,22.7,0.01044
3809,4811504XG1741B,RC31-PRE,0.418,Sligth,0.228,D,0.461,0.298,0.195,0.039,0.007,Sligth,Reinforced Concrete,1980,2,20.64,0.00394
3810,4811505XG1741B,RC31-PRE,0.419,Sligth,0.228,D,0.461,0.298,0.195,0.039,0.007,Sligth,Reinforced Concrete,1980,2,20.87,0.00392
3811,4811506XG1741B,RC31-PRE,0.418,Sligth,0.228,D,0.461,0.298,0.195,0.039,0.007,Sligth,Reinforced Concrete,1980,2,15.38,0.00395
3812,4811507XG1741B,RC31-PRE,0.418,Sligth,0.228,D,0.461,0.298,0.195,0.039,0.007,Sligth,Reinforced Concrete,1980,2,5.08,0.00397
3813,4811508XG1741B,RC31-PRE,0.418,Sligth,0.228,D,0.461,0.298,0.195,0.039,0.007,Sligth,Reinforced Concrete,1980,2,26.11,0.00391
3814,4811509XG1741B,RC31-PRE,0.418,Sligth,0.227,D,0.461,0.298,0.195,0.039,0.007,Sligth,Reinforced Concrete,1980,2,63.6,0.00404
3815,4811511XG1741B,RC31-PRE,0.418,Sligth,0.227,D,0.462,0.298,0.195,0.039,0.007,Sligth,Reinforced Concrete,1980,2,33.12,0.00411
3816,4811512XG1741B,RC31-PRE,0.418,Sligth,0.227,D,0.462,0.298,0.195,0.039,0.007,Sligth,Reinforced Concrete,1980,2,13.16,0.00428
3817,4811513XG1741B,RC31-PRE,0.418,Sligth,0.227,D,0.462,0.298,0.195,0.039,0.007,Sligth,Reinforced Concrete,1980,2,9.14,0.00419
3818,4811514XG1741B,RC31-PRE,0.418,Sligth,0.227,D,0.462,0.298,0.195,0.038,0.007,Sligth,Reinforced Concrete,1980,2,17.18,0.00375
3819,4811515XG1741B,RC31-PRE,0.418,Sligth,0.227,D,0.462,0.298,0.195,0.038,0.007,Sligth,Reinforced Concrete,1980,2,31.72,0.00389
3820,4811518XG1741B,RC31-PRE,0.417,Sligth,0.227,D,0.463,0.298,0.194,0.038,0.007,Sligth,Reinforced Concrete,1980,2,220.4,0.004
3821,4811519XG1741B,RC31-PRE,0.417,Sligth,0.227,D,0.463,0.298,0.194,0.038,0.007,Sligth,Reinforced Concrete,1980,2,29.41,0.00404
3822,4811520XG1741B,RC31-PRE,0.417,Sligth,0.227,D,0.463,0.298,0.194,0.038,0.007,Sligth,Reinforced Concrete,1980,2,34.69,0.00402
3823,4811521XG1741B,RC31-PRE,0.417,Sligth,0.227,D,0.463,0.298,0.194,0.038,0.007,Sligth,Reinforced Concrete,1980,2,25.91,0.00393
3824,4811522XG1741B,RC31-PRE,0.417,Sligth,0.227,D,0.463,0.298,0.194,0.038,0.007,Sligth,Reinforced Concrete,1980,2,14.05,0.00414
3825,4811523XG1741B,RC31-PRE,0.417,Sligth,0.227,D,0.463,0.298,0.194,0.038,0.007,Sligth,Reinforced Concrete,1980,2,16.53,0.00381
3826,4811524XG1741B,RC31-PRE,0.418,Sligth,0.227,D,0.463,0.298,0.194,0.038,0.007,Sligth,Reinforced Concrete,1980,2,39.82,0.00401
3827,4811525XG1741B,RC31-PRE,0.418,Sligth,0.227,D,0.463,0.298,0.194,0.038,0.007,Sligth,Reinforced Concrete,1980,2,32.46,0.00385
3828,4811528XG1741B,RC31-PRE,0.418,Sligth,0.227,D,0.462,0.298,0.195,0.039,0.007,Sligth,Reinforced Concrete,1980,2,38.13,0.0041
3829,4811529XG1741B,RC31-PRE,0.418,Sligth,0.227,D,0.462,0.298,0.195,0.039,0.007,Sligth,Reinforced Concrete,1980,2,8.83,0.00427
3830,4811530XG1741B,RC31-PRE,0.418,Sligth,0.227,D,0.462,0.298,0.195,0.039,0.007,Sligth,Reinforced Concrete,1980,2,36.92,0.0039
3831,4811532XG1741B,RC31-PRE,0.418,Sligth,0.227,D,0.462,0.298,0.195,0.038,0.007,Sligth,Reinforced Concrete,1980,2,37.82,0.00412
3832,4811701XG1741B,RC31-PRE,0.416,Sligth,0.226,D,0.466,0.297,0.193,0.038,0.007,Sligth,Reinforced Concrete,1980,2,29.43,0.00404
3833,4811702XG1741B,RC31-PRE,0.416,Sligth,0.226,D,0.466,0.297,0.193,0.038,0.007,Sligth,Reinforced Concrete,1970,2,28.79,0.00408
3834,4811703XG1741B,M34-PRE,0.423,None,0.191,C,0.584,0.383,0.029,0.005,0.0,None,Masonry,1965,2,40.07,0
3835,4811704XG1741B,M31-PRE,0.437,Sligth,0.191,C,0.38,0.518,0.081,0.019,0.002,Sligth,Masonry,1940,1,51.62,0.01062
3836,4811705XG1741B,M31-PRE,0.436,Sligth,0.191,C,0.38,0.518,0.081,0.019,0.002,Sligth,Masonry,1940,2,34.1,0.01068
3837,4811706XG1741B,M34-PRE,0.422,None,0.191,C,0.586,0.381,0.028,0.005,0.0,None,Masonry,1950,3,34.06,0
3838,4811707XG1741B,RC31-PRE,0.272,None,0.191,C,0.757,0.18,0.056,0.006,0.001,None,Reinforced Concrete,1985,1,20.08,0
3839,4811708XG1741B,M31-PRE,0.437,Sligth,0.191,C,0.38,0.519,0.081,0.019,0.002,Sligth,Masonry,1930,1,21.6,0.01079
3840,4811804XG1741B,RC31-PRE,0.273,None,0.192,C,0.756,0.181,0.056,0.006,0.001,None,Reinforced Concrete,1980,2,45.88,0
3841,4811807XG1741B,RC31-PRE,0.273,None,0.191,C,0.757,0.181,0.056,0.006,0.001,None,Reinforced Concrete,1980,2,22.28,0
3842,4811808XG1741B,RC31-PRE,0.273,None,0.191,C,0.757,0.181,0.056,0.006,0.001,None,Reinforced Concrete,1975,2,16.43,0
3843,4811810XG1741B,M31-PRE,0.436,Sligth,0.191,C,0.381,0.518,0.081,0.019,0.002,Sligth,Masonry,1920,3,21.74,0.01074
3844,4811813XG1741B,M31-PRE,0.436,Sligth,0.191,C,0.381,0.518,0.081,0.019,0.002,Sligth,Masonry,1920,1,14.67,0.01066
3845,4811817XG1741B,M34-PRE,0.422,None,0.191,C,0.586,0.381,0.028,0.005,0.0,None,Masonry,1975,3,27.16,0
3846,4811902XG1741B,M31-PRE,0.569,Moderate,0.227,D,0.09,0.504,0.249,0.128,0.029,Moderate,Masonry,1920,3,22.2,0.02208
3847,4811903XG1741B,M31-PRE,0.568,Sligth,0.227,D,0.091,0.505,0.248,0.128,0.028,Sligth,Masonry,1920,2,50.83,0.01039
3848,4811904XG1741B,M11-PRE,0.555,Complete,0.227,D,0.0,0.006,0.067,0.187,0.74,Complete,Masonry,1920,2,45.93,0.20129
3849,4811905XG1741B,M31-PRE,0.568,Sligth,0.227,D,0.091,0.505,0.248,0.128,0.028,Sligth,Masonry,1920,2,32.46,0.01051
3850,4811906XG1741B,M34-PRE,0.557,Sligth,0.227,D,0.228,0.581,0.138,0.047,0.006,Sligth,Masonry,1970,3,32.78,0.01044
3851,4811908XG1741B,RC31-PRE,0.417,Sligth,0.227,D,0.464,0.298,0.194,0.038,0.007,Sligth,Reinforced Concrete,1988,3,38.77,0.00406
3852,4811909XG1741B,RC31-PRE,0.417,Sligth,0.226,D,0.464,0.298,0.194,0.038,0.007,Sligth,Reinforced Concrete,1989,2,30.7,0.00395
3853,4811910XG1741B,RC31-PRE,0.417,Sligth,0.226,D,0.464,0.298,0.194,0.038,0.007,Sligth,Reinforced Concrete,1190,2,39.57,0.00402
3854,4811911XG1741B,M11-PRE,0.553,Complete,0.226,D,0.0,0.006,0.068,0.188,0.738,Complete,Masonry,1920,1,44.67,0.12526
3855,4811912XG1741B,RC31-PRE,0.416,Sligth,0.226,D,0.465,0.297,0.193,0.038,0.007,Sligth,Reinforced Concrete,1979,2,62.6,0.00408
3856,4811913XG1741B,M31-PRE,0.567,Sligth,0.226,D,0.092,0.506,0.247,0.126,0.028,Sligth,Masonry,1920,1,33.62,0.01027
3857,4811914XG1741B,M11-PRE,0.554,Complete,0.226,D,0.0,0.006,0.068,0.188,0.738,Complete,Masonry,1900,1,8.65,0.12035
3858,4811915XG1741B,M11-PRE,0.554,Complete,0.226,D,0.0,0.006,0.067,0.188,0.738,Complete,Masonry,1920,1,23.16,0.124
3859,4812301XG1741B,M31-PRE,0.436,Sligth,0.191,C,0.38,0.518,0.081,0.019,0.002,Sligth,Masonry,1940,2,43.95,0.01067
3860,4812302XG1741B,M31-PRE,0.437,Sligth,0.191,C,0.379,0.519,0.081,0.019,0.002,Sligth,Masonry,1910,1,47.88,0.01044
3861,4812303XG1741B,RC31-PRE,0.273,None,0.192,C,0.756,0.181,0.056,0.006,0.001,None,Reinforced Concrete,1950,2,30.99,0
3862,4812304XG1741B,M31-PRE,0.438,Sligth,0.192,C,0.377,0.52,0.082,0.019,0.002,Sligth,Masonry,1920,1,5.28,0.01013
3863,4812305XG1741B,M31-PRE,0.438,Sligth,0.192,C,0.377,0.52,0.082,0.019,0.002,Sligth,Masonry,1920,2,33.42,0.01031
3864,4812501XG1741B,RC31-PRE,0.273,None,0.192,C,0.756,0.181,0.056,0.006,0.001,None,Reinforced Concrete,1967,1,35.75,0
3865,4812502XG1741B,RC31-PRE,0.273,None,0.192,C,0.756,0.181,0.056,0.006,0.001,None,Reinforced Concrete,1955,1,39.88,0
3866,4812503XG1741B,M11-PRE,0.421,Extensive,0.192,C,0.004,0.071,0.268,0.314,0.343,Extensive,Masonry,1920,2,21.73,0.08249
3867,4812504XG1741B,M34-PRE,0.424,None,0.192,C,0.581,0.385,0.029,0.005,0.0,None,Masonry,1965,1,17.13,0
3868,4812505XG1741B,RC31-PRE,0.273,None,0.192,C,0.756,0.181,0.056,0.006,0.001,None,Reinforced Concrete,1983,1,35.77,0
3869,4812506XG1741B,RC31-PRE,0.273,None,0.192,C,0.756,0.181,0.056,0.006,0.001,None,Reinforced Concrete,1983,2,18.56,0
3870,4812507XG1741B,RC31-PRE,0.273,None,0.192,C,0.756,0.181,0.056,0.006,0.001,None,Reinforced Concrete,1980,1,20.96,0
3871,4812508XG1741B,RC31-PRE,0.273,None,0.192,C,0.756,0.181,0.056,0.006,0.001,None,Reinforced Concrete,1980,1,25.89,0
3872,4812601XG1741B,M34-PRE,0.423,None,0.192,C,0.583,0.383,0.029,0.005,0.0,None,Masonry,1920,2,39.56,0
3873,4812602XG1741B,M31-PRE,0.437,Sligth,0.191,C,0.379,0.519,0.081,0.019,0.002,Sligth,Masonry,1920,2,45.55,0.01042
3874,4812603XG1741B,M31-PRE,0.437,Sligth,0.191,C,0.379,0.519,0.081,0.019,0.002,Sligth,Masonry,1920,2,11.4,0.01118
3875,4812604XG1741B,RC31-PRE,0.273,None,0.191,C,0.757,0.181,0.056,0.006,0.001,None,Reinforced Concrete,1960,2,22.19,0
3876,4812605XG1741B,RC31-PRE,0.272,None,0.191,C,0.757,0.18,0.056,0.006,0.001,None,Reinforced Concrete,1990,2,22.42,0
3877,4812606XG1741B,RC31-PRE,0.272,None,0.191,C,0.758,0.18,0.056,0.006,0.001,None,Reinforced Concrete,1989,2,14.66,0
3878,4812607XG1741B,RC31-PRE,0.272,None,0.191,C,0.758,0.18,0.056,0.006,0.001,None,Reinforced Concrete,1982,3,26.77,0
3879,4812608XG1741B,M34-PRE,0.422,None,0.191,C,0.585,0.381,0.028,0.005,0.0,None,Masonry,1960,1,7.23,0
3880,4812902XG1741B,RC31-PRE,0.273,None,0.191,C,0.757,0.181,0.056,0.006,0.001,None,Reinforced Concrete,1965,2,23.05,0
3881,4812903XG1741B,RC31-PRE,0.273,None,0.191,C,0.757,0.181,0.056,0.006,0.001,None,Reinforced Concrete,1968,2,22.24,0
3882,4813501XG1741D,M34-PRE,0.422,None,0.191,C,0.585,0.381,0.028,0.005,0.0,None,Masonry,1930,1,31.62,0
3883,4813502XG1741D,M31-PRE,0.437,Sligth,0.191,C,0.38,0.518,0.081,0.019,0.002,Sligth,Masonry,1930,2,19.58,0.01065
3884,4813503XG1741D,M31-PRE,0.437,Sligth,0.191,C,0.379,0.519,0.081,0.019,0.002,Sligth,Masonry,1930,2,12.91,0.01028
3885,4813504XG1741D,RC31-PRE,0.273,None,0.191,C,0.757,0.181,0.056,0.006,0.001,None,Reinforced Concrete,1988,2,19.04,0
3886,4813901XG1741D,M11-PRE,0.419,Extensive,0.191,C,0.004,0.074,0.272,0.314,0.336,Extensive,Masonry,1900,1,74.71,0.05635
3887,4815201XG1741F,RC31-PRE,0.269,None,0.189,C,0.763,0.177,0.054,0.006,0.001,None,Reinforced Concrete,1958,2,34.24,0
3888,4815202XG1741F,RC31-PRE,0.269,None,0.189,C,0.762,0.177,0.054,0.006,0.001,None,Reinforced Concrete,1958,2,25.33,0
3889,4815203XG1741F,M31-PRE,0.431,Sligth,0.189,C,0.394,0.511,0.076,0.017,0.001,Sligth,Masonry,1928,2,8.16,0.00993
3890,4815204XG1741F,M31-PRE,0.36,None,0.169,B,0.615,0.354,0.027,0.004,0.0,None,Masonry,1918,1,21.46,0
3891,4815205XG1741F,M34-PRE,0.418,None,0.189,C,0.597,0.372,0.027,0.004,0.0,None,Masonry,1958,2,12.61,0
3892,4815206XG1741F,RC31-PRE,0.27,None,0.189,C,0.762,0.178,0.054,0.006,0.001,None,Reinforced Concrete,1958,3,24.46,0
3893,4815207XG1741F,RC31-PRE,0.27,None,0.189,C,0.762,0.178,0.054,0.006,0.001,None,Reinforced Concrete,1981,2,17.24,0
3894,4815208XG1741F,M34-PRE,0.417,None,0.189,C,0.598,0.371,0.026,0.004,0.0,None,Masonry,1940,1,32.2,0
3895,4815209XG1741F,M31-PRE,0.431,Sligth,0.189,C,0.395,0.51,0.076,0.017,0.001,Sligth,Masonry,1938,1,20.63,0.01029
3896,4815211XG1741F,RC31-LOW,0.27,None,0.189,C,0.761,0.178,0.054,0.006,0.001,None,Reinforced Concrete,0,1,21.99,0
3897,4815212XG1741F,M34-PRE,0.418,None,0.189,C,0.598,0.371,0.026,0.004,0.0,None,Masonry,1960,2,36.0,0
3898,4815213XG1741F,M34-PRE,0.417,None,0.189,C,0.599,0.37,0.026,0.004,0.0,None,Masonry,1960,2,61.71,0
3899,4815217XG1741F,RC31-LOW,0.159,None,0.188,C,0.646,0.239,0.1,0.014,0.002,None,Reinforced Concrete,2008,6,81.27,0
3900,4815401XG1741F,M31-PRE,0.433,Sligth,0.19,C,0.388,0.514,0.078,0.018,0.002,Sligth,Masonry,1940,3,14.19,0.0109
3901,4815402XG1741F,M31-PRE,0.433,Sligth,0.19,C,0.389,0.514,0.078,0.018,0.002,Sligth,Masonry,1928,2,25.0,0.0105
3902,4815403XG1741F,M34-PRE,0.42,None,0.19,C,0.593,0.375,0.027,0.005,0.0,None,Masonry,1958,3,17.03,0
3903,4815404XG1741F,M31-PRE,0.433,Sligth,0.19,C,0.389,0.514,0.078,0.018,0.002,Sligth,Masonry,1920,2,16.76,0.01081
