REFCAT;Suelo;Vulnerabilidad;year;floor;facadeL;CUSEC
4408014XG1740G;C;M34-PRE;1950;2;35,520000000000003;3002401005
4408015XG1740G;C;M31-PRE;1930;1;27,050000000000001;3002401005
4408016XG1740G;C;RC31-PRE;1965;3;13,410000000000000;3002401005
4408017XG1740G;C;M34-PRE;1930;1;24,800000000000001;3002401005
4408018XG1740G;C;RC31-PRE;1950;2;34,289999999999999;3002401005
4408019XG1740G;C;M31-PRE;1930;1;22,859999999999999;3002401005
4408020XG1740G;C;RC31-PRE;1965;3;18,340000000000000;3002401005
4408021XG1740G;C;M34-PRE;1965;2;38,609999999999999;3002401005
4408301XG1740G;C;M34-PRE;1960;1;26,530000000000001;3002401001
4408302XG1740G;C;M34-PRE;1960;3;29,469999999999999;3002401001
4408303XG1740G;C;RC31-PRE;1974;2;36,549999999999997;3002401001
4408401XG1740G;C;RC31-PRE;1955;2;52,789999999999999;3002401001
4408411XG1740G;C;RC31-LOW;1997;2;498,279999999999973;3002401001
4408501XG1740G;C;M34-PRE;1960;1;37,829999999999998;3002401001
4408601XG1740G;C;M34-PRE;1960;1;35,180000000000000;3002401001
4408602XG1740G;C;RC31-PRE;1960;1;37,140000000000001;3002401001
4408701XG1740G;C;RC31-PRE;1972;2;28,940000000000001;3002401005
4408801XG1740G;C;RC31-PRE;1972;3;34,689999999999998;3002401005
4408901XG1740G;C;RC31-PRE;1970;1;31,309999999999999;3002401001
4408902XG1740G;C;M34-PRE;1970;1;16,780000000000001;3002401001
4408903XG1740G;C;RC31-PRE;1970;1;17,350000000000001;3002401001
4408904XG1740G;C;M34-PRE;1970;1;18,530000000000001;3002401001
4408905XG1740G;C;RC31-PRE;1970;1;18,859999999999999;3002401001
4408906XG1740G;C;RC31-PRE;1970;1;25,170000000000002;3002401001
4409101XG1740G;C;M34-PRE;1965;2;34,140000000000001;3002401001
4409102XG1740G;C;RC31-PRE;1980;2;20,739999999999998;3002401001
4409201XG1740G;C;M31-PRE;1930;2;24,219999999999999;3002401001
4409202XG1740G;C;M34-PRE;1955;2;19,070000000000000;3002401001
4409203XG1740G;C;M34-PRE;1960;3;14,510000000000000;3002401001
4409204XG1740G;C;M34-PRE;1945;1;26,940000000000001;3002401001
4409301XG1740G;C;M31-PRE;1930;1;41,600000000000001;3002401001
4409302XG1740G;C;RC31-LOW;0;1;20,879999999999999;3002401001
4409303XG1740G;C;RC31-PRE;1975;2;27,149999999999999;3002401001
4409304XG1740G;C;RC31-PRE;1975;2;25,059999999999999;3002401001
4409401XG1740G;C;M34-PRE;1950;1;35,820000000000000;3002401001
4409402XG1740G;C;M34-PRE;1950;1;47,109999999999999;3002401001
4409403XG1740G;C;RC31-PRE;1950;1;40,100000000000001;3002401001
4409502XG1740G;C;M34-PRE;1900;1;34,039999999999999;3002401001
4409601XG1740G;C;M31-PRE;1920;1;62,549999999999997;3002401001
4409602XG1740G;C;M31-PRE;1920;1;8,180000000000000;3002401001
4409801XG1740G;C;M34-PRE;1970;1;45,140000000000001;3002401001
4409901XG1740G;C;RC31-LOW;2005;2;59,509999999999998;3002401001
4420201XG1742A;C;M34-PRE;1948;1;45,899999999999999;3002401018
4420202XG1742A;C;RC31-PRE;1995;2;40,030000000000001;3002401018
4420203XG1742A;C;RC31-PRE;1948;2;35,549999999999997;3002401018
4420204XG1742A;C;RC31-LOW;2005;2;50,729999999999997;3002401018
4420205XG1742A;C;RC31-PRE;1948;2;9,140000000000001;3002401018
4420206XG1742A;C;M31-PRE;1948;2;41,299999999999997;3002401018
4420401XG1742A;C;RC31-PRE;1975;2;51,460000000000001;3002401018
4420402XG1742A;C;RC31-PRE;1975;1;8,510000000000000;3002401018
4420403XG1742A;C;RC31-PRE;1975;1;11,420000000000000;3002401018
4420405XG1742A;C;RC31-PRE;1969;1;53,170000000000002;3002401018
4420406XG1742A;C;RC31-PRE;1965;1;72,620000000000005;3002401018
4420407XG1742A;C;RC31-PRE;1973;1;62,079999999999998;3002401018
4420902XG1742A;C;RC31-PRE;1978;1;52,850000000000001;3002401018
4420903XG1742A;C;RC31-PRE;1978;1;41,049999999999997;3002401018
4421401XG1742A;C;RC31-PRE;1978;1;68,219999999999999;3002401018
4421901XG1742A;C;RC31-LOW;2008;4;194,020000000000010;3002401018
4422001XG1742A;C;M34-PRE;1960;1;47,200000000000003;3002401018
4422004XG1742A;C;RC31-PRE;1960;1;65,840000000000003;3002401018
4424401XG1742S;C;RC31-PRE;1983;2;49,750000000000000;3002401018
4424501XG1742C;C;RC31-PRE;1960;1;34,170000000000002;3002401018
4424502XG1742C;C;M34-PRE;1962;1;79,709999999999994;3002401018
4424503XG1742C;C;RC31-PRE;1960;1;57,820000000000000;3002401018
4424504XG1742C;C;RC31-PRE;1960;1;24,789999999999999;3002401018
4424505XG1742C;C;M34-PRE;1960;1;85,980000000000004;3002401018
4424506XG1742C;C;RC31-PRE;1975;1;85,280000000000001;3002401018
4424507XG1742C;C;RC31-PRE;1982;2;50,399999999999999;3002401018
4424601XG1742C;C;RC31-PRE;1965;2;67,530000000000001;3002401018
4424602XG1742C;C;RC31-PRE;1968;2;74,859999999999999;3002401018
4424603XG1742C;C;RC31-LOW;2004;1;78,019999999999996;3002401018
4424604XG1742C;C;RC31-PRE;1980;3;52,539999999999999;3002401018
4424901XG1742S;C;RC31-PRE;1979;1;37,630000000000003;3002401018
4425101XG1742N;D;RC31-PRE;1989;1;23,309999999999999;3002401018
4425102XG1742E;C;RC31-PRE;1980;3;106,819999999999993;3002401018
4425105XG1742E;C;RC31-PRE;1979;1;95,340000000000003;3002401018
4425106XG1742E;C;M34-PRE;1958;2;39,840000000000003;3002401018
4425107XG1742E;C;M34-PRE;1958;1;44,840000000000003;3002401018
4425301XG1742N;C;RC31-PRE;1982;2;45,240000000000002;3002401018
4425401XG1742N;C;RC31-PRE;1983;1;71,269999999999996;3002401018
4425501XG1742N;C;RC31-PRE;1978;1;20,629999999999999;3002401018
4425601XG1742N;C;RC31-PRE;1988;1;69,370000000000005;3002401018
4425602XG1742N;C;RC31-PRE;1988;2;18,930000000000000;3002401018
4426601XG1742E;C;M11-PRE;1920;2;133,090000000000003;3002401018
4426602XG1742E;C;RC31-PRE;1992;1;52,299999999999997;3002401018
4426603XG1742E;C;RC31-LOW;1998;2;44,200000000000003;3002401018
4426603XG1742N;C;RC31-PRE;1990;2;103,159999999999997;3002401018
4426701XG1742E;C;RC31-LOW;0;0;78,230000000000004;3002401018
4426801XG1742E;C;M34-PRE;1960;1;14,699999999999999;3002401018
4427001XG1742E;C;RC31-PRE;1972;2;114,739999999999995;3002401018
4488302XG1648G;C;M11-PRE;1920;2;141,580000000000013;3002401031
4488306XG1648G;C;RC31-PRE;1988;1;37,320000000000000;3002401031
4488307XG1648G;C;M34-PRE;1968;1;47,020000000000003;3002401031
4488313XG1648N;C;RC31-PRE;1965;1;62,140000000000001;3002401031
4488314XG1648N;C;RC31-PRE;1977;1;39,049999999999997;3002401031
4488315XG1648N;C;M11-PRE;1920;1;30,050000000000001;3002401031
4488316XG1648N;C;M11-PRE;1920;2;35,520000000000003;3002401031
4491108XG1649A;C;RC31-PRE;1973;2;59,649999999999999;3002401041
4491109XG1649A;C;M34-PRE;1908;2;20,440000000000001;3002401041
4491112XG1649A;C;RC31-PRE;1963;2;44,200000000000003;3002401041
4491113XG1649A;C;RC31-PRE;1973;4;37,729999999999997;3002401041
4491114XG1649A;C;RC31-PRE;1975;3;63,630000000000003;3002401041
4491115XG1649A;C;RC31-PRE;1978;3;48,509999999999998;3002401041
4491116XG1649S;C;M11-PRE;1888;2;23,059999999999999;3002401041
4491118XG1649S;C;M11-PRE;1888;3;22,699999999999999;3002401041
4491121XG1649S;C;M11-PRE;1888;2;60,920000000000002;3002401041
4491713XG1649A;C;RC31-PRE;1993;1;46,310000000000002;3002401041
4491716XG1649A;C;RC31-PRE;1993;1;31,640000000000001;3002401041
4491718XG1649S;C;M11-PRE;1888;2;11,270000000000000;3002401041
4491719XG1649S;C;M34-PRE;1960;1;31,160000000000000;3002401041
4491720XG1649S;C;M34-PRE;1960;1;44,079999999999998;3002401041
4491722XG1649S;C;RC31-PRE;1973;2;21,980000000000000;3002401041
4491723XG1649S;C;M31-PRE;1888;2;14,820000000000000;3002401041
4491727XG1649S;C;RC31-PRE;1993;1;99,790000000000006;3002401041
4491728XG1649S;C;M11-PRE;1888;2;12,890000000000001;3002401041
4491730XG1649S;C;M34-PRE;1965;1;93,469999999999999;3002401041
4492301XG1649C;D;RC31-PRE;1940;1;57,409999999999997;3002401041
4492302XG1649C;D;RC31-LOW;2008;4;53,469999999999999;3002401041
4492306XG1649S;C;RC31-PRE;1982;3;42,320000000000000;3002401041
4492307XG1649S;C;RC31-PRE;1975;2;32,609999999999999;3002401041
4493402XG1649D;D;RC31-LOW;2003;1;57,509999999999998;3002401040
4493404XG1649D;D;RC31-LOW;0;1;26,440000000000001;3002401040
4493408XG1649S;D;RC31-PRE;1984;1;42,320000000000000;3002401040
4493409XG1649S;D;RC31-PRE;1970;1;23,600000000000001;3002401040
4493412XG1649S;C;M34-PRE;1948;2;39,070000000000000;3002401041
4493413XG1649S;D;M34-PRE;1960;1;21,949999999999999;3002401040
4493417XG1649D;D;M34-PRE;1973;3;53,829999999999998;3002401040
4493418XG1649D;D;RC31-PRE;1986;1;31,899999999999999;3002401040
4493419XG1649D;D;RC31-PRE;1986;1;16,140000000000001;3002401040
4493420XG1649D;D;RC31-PRE;1986;1;20,770000000000000;3002401040
4493701XG1649D;D;RC31-PRE;1928;2;119,239999999999995;3002401040
4493702XG1649D;D;RC31-PRE;1980;1;18,840000000000000;3002401040
4493710XG1649S;D;M11-PRE;1888;2;60,200000000000003;3002401040
4493711XG1649S;D;M31-PRE;1888;2;49,020000000000003;3002401040
4493713XG1649S;D;RC31-PRE;1978;1;155,710000000000008;3002401040
4493714XG1649S;D;RC31-PRE;1970;2;35,479999999999997;3002401040
4493715XG1649S;D;M34-PRE;1966;2;50,539999999999999;3002401040
4495001XG1649E;C;M34-PRE;1960;2;52,200000000000003;3002401039
4495002XG1649E;D;M34-PRE;1980;4;15,210000000000001;3002401039
4495003XG1649E;D;M34-PRE;1940;1;19,699999999999999;3002401039
4495004XG1649E;D;RC31-PRE;1955;2;8,369999999999999;3002401039
4495005XG1649E;D;M34-PRE;1955;2;10,850000000000000;3002401039
4495006XG1649E;D;RC31-PRE;1960;3;22,469999999999999;3002401039
4495007XG1649E;D;M34-PRE;1940;2;52,310000000000002;3002401039
4495008XG1649E;D;RC31-PRE;1970;3;53,840000000000003;3002401039
4495009XG1649E;D;M31-PRE;1940;1;26,300000000000001;3002401039
4495010XG1649E;D;RC31-PRE;1975;3;15,890000000000001;3002401039
4495011XG1649E;D;RC31-PRE;1980;3;52,149999999999999;3002401039
4495012XG1649E;D;RC31-PRE;1978;3;31,340000000000000;3002401039
4495040XG1649E;C;RC31-PRE;1992;4;27,270000000000000;3002401039
4495041XG1649E;C;RC31-LOW;2008;5;28,910000000000000;3002401039
4497617XG1649E;C;RC31-PRE;1969;2;19,789999999999999;3002401012
4497618XG1649E;C;M34-PRE;1970;4;11,590000000000000;3002401012
4497619XG1649E;C;RC31-PRE;1969;2;12,039999999999999;3002401012
4497620XG1649E;D;M34-PRE;1965;2;11,930000000000000;3002401012
4498001XG1649G;B;RC31-PRE;1981;5;142,620000000000005;3002401038
4498003XG1649G;B;M34-PRE;1979;6;83,659999999999997;3002401038
4498004XG1649G;B;M34-PRE;1955;3;21,969999999999999;3002401038
4498005XG1649G;B;RC31-LOW;1920;2;18,750000000000000;3002401038
4498006XG1649G;B;RC31-LOW;2000;3;84,739999999999995;3002401038
4498007XG1649G;B;RC31-PRE;1970;1;36,329999999999998;3002401038
4498008XG1649G;B;M34-PRE;1945;1;15,300000000000001;3002401038
4498009XG1649G;B;RC31-PRE;1950;1;7,400000000000000;3002401038
4498010XG1649G;B;RC31-PRE;1960;2;31,170000000000002;3002401038
4498011XG1649G;B;RC31-PRE;1975;5;40,020000000000003;3002401038
4498012XG1649G;B;M34-PRE;1950;2;6,900000000000000;3002401038
4498013XG1649G;B;RC31-PRE;1985;2;82,569999999999993;3002401038
4498014XG1649G;B;M34-PRE;1960;2;30,910000000000000;3002401038
4498016XG1649G;B;RC31-PRE;1991;2;25,280000000000001;3002401038
4498017XG1649G;C;M34-PRE;1950;2;25,390000000000001;3002401038
4498019XG1649G;C;RC31-PRE;1990;4;32,369999999999997;3002401038
4498020XG1649G;C;RC31-PRE;1979;4;12,210000000000001;3002401038
4498021XG1649G;C;M31-PRE;1940;3;16,829999999999998;3002401038
4498022XG1649G;C;M31-PRE;1930;2;30,690000000000001;3002401038
4498023XG1649G;C;M31-PRE;1940;1;15,300000000000001;3002401038
4498024XG1649G;C;M11-PRE;1920;1;11,060000000000000;3002401038
4498025XG1649G;C;RC31-PRE;1975;1;24,989999999999998;3002401038
4498026XG1649G;C;M34-PRE;1960;2;27,430000000000000;3002401038
4498027XG1649G;C;RC31-PRE;1978;5;19,559999999999999;3002401038
4498028XG1649G;C;RC31-PRE;1965;3;25,000000000000000;3002401038
4498029XG1649G;C;M31-PRE;1925;3;15,590000000000000;3002401038
4498030XG1649G;C;RC31-PRE;1960;3;30,190000000000001;3002401038
4498031XG1649G;C;M31-PRE;1920;1;23,140000000000001;3002401038
4498032XG1649G;C;M11-PRE;1920;2;21,739999999999998;3002401038
4498033XG1649G;C;M34-PRE;1930;3;32,369999999999997;3002401038
4498034XG1649G;C;M34-PRE;1930;1;39,140000000000001;3002401038
4498035XG1649G;C;RC31-LOW;2007;4;19,210000000000001;3002401038
4498036XG1649G;C;RC31-PRE;1991;3;13,770000000000000;3002401038
4498037XG1649G;C;M31-PRE;1935;2;11,539999999999999;3002401038
4498038XG1649G;C;M34-PRE;1935;3;21,020000000000000;3002401038
4498039XG1649G;C;RC31-PRE;1993;3;19,460000000000001;3002401038
4498040XG1649G;C;M31-PRE;1920;3;12,449999999999999;3002401038
4498041XG1649G;C;M31-PRE;1940;2;14,180000000000000;3002401038
4498042XG1649G;C;RC31-PRE;1960;1;13,220000000000001;3002401038
4498043XG1649G;C;M34-PRE;1977;3;29,289999999999999;3002401038
4498045XG1649G;C;M34-PRE;1950;2;20,350000000000001;3002401038
4498046XG1649G;C;M34-PRE;1950;2;10,420000000000000;3002401038
4498047XG1649G;C;RC31-PRE;1976;6;27,789999999999999;3002401038
4498048XG1649G;C;M34-PRE;1978;6;90,909999999999997;3002401038
4498049XG1649G;C;M34-PRE;1965;4;47,810000000000002;3002401038
4498050XG1649G;C;RC31-PRE;1955;3;13,560000000000000;3002401038
4498051XG1649G;C;RC31-PRE;1960;3;28,730000000000000;3002401038
4498052XG1649G;C;RC31-PRE;1971;3;21,629999999999999;3002401038
4498053XG1649G;C;RC31-PRE;1975;3;32,299999999999997;3002401038
4498054XG1649G;D;M34-PRE;1970;2;110,849999999999994;3002401038
4498055XG1649G;D;M31-PRE;1935;1;98,319999999999993;3002401038
4498056XG1649G;D;RC31-PRE;1965;1;40,719999999999999;3002401038
4498059XG1649G;C;RC31-PRE;1975;2;17,930000000000000;3002401038
4498060XG1649G;C;M34-PRE;1979;4;18,730000000000000;3002401038
4498061XG1649G;C;RC31-LOW;2007;4;31,530000000000001;3002401038
4498062XG1649G;C;M34-PRE;1960;1;29,780000000000001;3002401038
4498063XG1649G;C;RC31-PRE;1965;2;20,489999999999998;3002401038
4498064XG1649G;C;RC31-PRE;1960;1;28,859999999999999;3002401038
4498065XG1649G;C;M34-PRE;1958;2;44,460000000000001;3002401038
4498066XG1649G;C;M34-PRE;1960;2;23,870000000000001;3002401038
4498067XG1649G;D;RC31-LOW;2006;4;49,259999999999998;3002401038
4498068XG1649G;D;M11-PRE;1920;2;50,950000000000003;3002401038
4498069XG1649G;C;RC31-LOW;2007;4;57,270000000000003;3002401038
4498071XG1649G;D;RC31-PRE;2012;4;31,500000000000000;3002401038
4498073XG1649G;C;RC31-PRE;1958;2;25,590000000000000;3002401038
4498074XG1649G;C;RC31-PRE;1972;1;26,050000000000001;3002401038
4498075XG1649G;C;M31-PRE;1935;3;29,940000000000001;3002401038
4498076XG1649G;C;M34-PRE;1960;4;33,350000000000001;3002401038
4498077XG1649G;C;RC31-LOW;1998;3;208,750000000000000;3002401038
4498078XG1649G;B;RC31-PRE;2012;2;30,930000000000000;3002401038
4498079XG1649G;B;RC31-LOW;1950;2;48,159999999999997;3002401038
4498080XG1649G;B;RC31-PRE;1980;2;87,909999999999997;3002401038
4498084XG1649G;B;M11-PRE;1198;1;60,859999999999999;3002401038
4498085XG1649G;B;M34-PRE;1987;3;74,510000000000005;3002401038
4498087XG1649G;B;RC31-LOW;2009;5;163,530000000000001;3002401038
4498201XG1649G;C;RC31-LOW;2007;8;119,879999999999995;3002401038
4498202XG1649G;C;RC31-LOW;2007;8;112,219999999999999;3002401038
4498203XG1649G;C;RC31-LOW;2007;8;112,269999999999996;3002401038
4498204XG1649G;C;RC31-LOW;2006;8;107,909999999999997;3002401038
4498205XG1649G;C;RC31-LOW;2006;8;107,870000000000005;3002401038
4498206XG1649G;C;RC31-LOW;2006;8;107,890000000000001;3002401038
4498401XG1649G;C;RC31-LOW;2004;4;19,910000000000000;3002401038
4498402XG1649G;C;RC31-PRE;1994;5;26,620000000000001;3002401038
4498403XG1649G;C;RC31-LOW;2003;6;48,680000000000000;3002401038
4498407XG1649G;C;RC31-PRE;1980;6;24,030000000000001;3002401038
4498408XG1649G;C;M31-PRE;1900;2;31,640000000000001;3002401038
4498409XG1649G;C;M34-PRE;1971;6;29,980000000000000;3002401038
4498410XG1649G;C;RC31-PRE;1975;3;17,020000000000000;3002401038
4498411XG1649G;C;M31-PRE;1940;1;33,810000000000002;3002401038
4498412XG1649G;C;RC31-PRE;1980;6;49,280000000000001;3002401038
4498413XG1649G;C;RC31-PRE;1985;4;14,160000000000000;3002401038
4499201XG1649G;C;M11-PRE;1920;1;33,680000000000000;3002401038
4499202XG1649G;C;M34-PRE;1945;3;9,500000000000000;3002401038
4499204XG1649G;C;RC31-PRE;1965;5;20,680000000000000;3002401038
4499205XG1649G;C;RC31-LOW;2008;3;22,460000000000001;3002401038
4499207XG1649G;C;M34-PRE;1945;2;9,130000000000001;3002401038
4499208XG1649G;C;RC31-LOW;2008;5;37,689999999999998;3002401038
4499301XG1649G;C;RC31-PRE;1985;5;24,940000000000001;3002401038
4499302XG1649G;C;RC31-PRE;1970;2;14,500000000000000;3002401038
4499307XG1649G;C;RC31-PRE;2015;6;28,070000000000000;3002401038
4499309XG1649G;C;RC31-PRE;1988;3;11,560000000000000;3002401038
4499310XG1649G;C;RC31-LOW;0;1;9,820000000000000;3002401038
4499313XG1649G;C;RC31-LOW;2007;4;20,149999999999999;3002401038
4499314XG1649G;C;RC31-LOW;2007;6;55,049999999999997;3002401038
4500001XG1740B;C;RC31-PRE;1975;3;21,280000000000001;3002401011
4500002XG1740B;C;RC31-PRE;1950;2;8,779999999999999;3002401011
4500003XG1740B;C;M31-PRE;1908;2;17,359999999999999;3002401011
4500004XG1740B;C;RC31-PRE;1985;2;7,280000000000000;3002401011
4500005XG1740B;C;M34-PRE;1975;2;15,980000000000000;3002401011
4500006XG1740B;C;RC31-PRE;1983;6;15,590000000000000;3002401011
4500007XG1740B;C;M11-PRE;1920;2;22,239999999999998;3002401011
4500008XG1740B;C;M31-PRE;1920;1;25,859999999999999;3002401011
4500009XG1740B;C;RC31-PRE;1920;5;26,170000000000002;3002401011
4500011XG1740B;C;M31-PRE;1930;3;6,150000000000000;3002401011
4500012XG1740B;C;RC31-PRE;1984;5;9,670000000000000;3002401011
4500018XG1740B;C;RC31-LOW;1920;4;56,930000000000000;3002401011
4500021XG1740B;C;RC31-LOW;2003;4;16,199999999999999;3002401011
4500022XG1740B;C;RC31-LOW;2007;6;45,729999999999997;3002401011
4500201XG1740B;C;RC31-PRE;1979;6;84,120000000000005;3002401011
4500202XG1740B;C;RC31-PRE;1978;4;15,820000000000000;3002401011
4500203XG1740B;C;RC31-LOW;2007;6;8,650000000000000;3002401011
4500204XG1740B;C;RC31-PRE;1995;5;22,719999999999999;3002401011
4500205XG1740B;C;M31-PRE;1930;2;8,480000000000000;3002401011
4500208XG1740B;C;RC31-PRE;1990;5;29,090000000000000;3002401011
4500209XG1740B;B;M34-PRE;1968;3;4,160000000000000;3002401011
4500210XG1740B;B;M31-PRE;1930;2;9,570000000000000;3002401011
4500211XG1740B;C;RC31-LOW;2005;6;9,430000000000000;3002401011
4501101XG1740B;B;M34-PRE;1948;3;39,109999999999999;3002401011
4501102XG1740B;B;M34-PRE;1958;1;16,649999999999999;3002401011
4501106XG1740B;B;M34-PRE;1965;3;19,170000000000002;3002401011
4501107XG1740B;B;RC31-LOW;2007;4;24,870000000000001;3002401011
4501108XG1740B;B;RC31-PRE;1965;2;50,390000000000001;3002401011
4501109XG1740B;B;RC31-PRE;1974;2;11,970000000000001;3002401011
4501110XG1740B;B;RC31-PRE;1975;3;7,430000000000000;3002401011
4501111XG1740B;B;RC31-PRE;1970;3;10,400000000000000;3002401011
4501112XG1740B;B;M31-PRE;1930;2;24,539999999999999;3002401011
4501114XG1740B;B;RC31-LOW;2006;5;34,640000000000001;3002401011
4501201XG1740B;B;RC31-LOW;2007;4;64,489999999999995;3002401011
4501501XG1740B;C;RC31-PRE;1990;5;39,320000000000000;3002401011
4501502XG1740B;C;RC31-PRE;1991;5;42,210000000000001;3002401011
4501504XG1740B;C;RC31-PRE;1960;4;6,850000000000000;3002401011
4501505XG1740B;C;RC31-PRE;1978;6;32,880000000000003;3002401011
4501506XG1740B;C;M34-PRE;1940;3;41,079999999999998;3002401011
4501507XG1740B;C;RC31-PRE;1970;6;31,840000000000000;3002401011
4501508XG1740B;C;M34-PRE;1950;2;26,300000000000001;3002401011
4501509XG1740B;C;RC31-PRE;1967;4;51,280000000000001;3002401011
4501511XG1740B;C;RC31-PRE;1950;2;32,950000000000003;3002401011
4501512XG1740B;C;M31-PRE;1930;2;30,649999999999999;3002401011
4501801XG1740B;B;RC31-PRE;1950;2;24,680000000000000;3002401011
4501802XG1740B;B;M34-PRE;1945;3;6,010000000000000;3002401011
4501803XG1740B;B;M11-PRE;1920;1;13,390000000000001;3002401011
4501804XG1740B;B;M34-PRE;1920;2;5,990000000000000;3002401011
4501805XG1740B;B;M34-PRE;1980;3;14,050000000000001;3002401011
4501806XG1740B;B;RC31-PRE;1980;1;17,789999999999999;3002401011
4501807XG1740B;B;M31-PRE;1930;1;8,039999999999999;3002401011
4501808XG1740B;B;M31-PRE;1940;3;24,120000000000001;3002401011
4501809XG1740B;B;M31-PRE;1950;2;24,170000000000002;3002401011
4501810XG1740B;B;RC31-PRE;1969;4;22,559999999999999;3002401011
4501811XG1740B;B;RC31-PRE;1970;2;28,910000000000000;3002401011
4501812XG1740B;B;M11-PRE;1900;2;19,359999999999999;3002401011
4501813XG1740B;B;M31-PRE;1900;2;4,060000000000000;3002401011
4501814XG1740B;B;M31-PRE;1920;2;9,449999999999999;3002401011
4501815XG1740B;B;RC31-PRE;1987;2;21,899999999999999;3002401011
4501816XG1740B;B;M34-PRE;1950;1;14,750000000000000;3002401011
4501817XG1740B;B;M34-PRE;1970;2;50,380000000000003;3002401011
4501819XG1740B;B;RC31-PRE;1920;2;39,969999999999999;3002401011
4501820XG1740B;B;M31-PRE;1920;2;16,020000000000000;3002401011
4501821XG1740B;B;M31-PRE;1920;2;13,109999999999999;3002401011
4501901XG1740B;B;M11-PRE;1920;1;13,109999999999999;3002401011
4501902XG1740B;B;M34-PRE;1978;2;4,240000000000000;3002401011
4501903XG1740B;B;RC31-LOW;2003;4;18,600000000000001;3002401011
4501904XG1740B;B;RC31-LOW;2005;4;12,100000000000000;3002401011
4501905XG1740B;B;RC31-PRE;1975;3;16,329999999999998;3002401011
4501906XG1740B;B;RC31-PRE;1975;2;19,390000000000001;3002401011
4501907XG1740B;B;M34-PRE;1950;2;10,100000000000000;3002401011
4501908XG1740B;B;M11-PRE;1920;1;29,050000000000001;3002401011
4501909XG1740B;B;M31-PRE;1920;2;4,020000000000000;3002401011
4501910XG1740B;B;M31-PRE;1940;2;15,390000000000001;3002401011
4501911XG1740B;B;RC31-PRE;1975;1;3,480000000000000;3002401011
4501912XG1740B;B;RC31-PRE;1975;3;9,070000000000000;3002401011
4501913XG1740B;B;RC31-PRE;1975;2;13,640000000000001;3002401011
4501914XG1740B;B;M31-PRE;1920;2;12,460000000000001;3002401011
4501915XG1740B;B;M31-PRE;1920;2;4,010000000000000;3002401011
4502001XG1740B;B;M31-PRE;1940;1;74,079999999999998;3002401010
4502002XG1740B;B;RC31-PRE;1982;3;20,960000000000001;3002401010
4502003XG1740B;B;RC31-PRE;1969;2;15,890000000000001;3002401010
4502004XG1740B;B;M31-PRE;1920;1;14,310000000000000;3002401010
4502005XG1740B;B;M11-PRE;1900;1;18,449999999999999;3002401010
4502006XG1740B;B;M31-PRE;1900;2;26,870000000000001;3002401010
4502007XG1740B;B;M34-PRE;1981;3;21,160000000000000;3002401010
4502008XG1740B;B;M34-PRE;1970;3;24,730000000000000;3002401010
4502009XG1740B;B;RC31-PRE;1970;3;32,280000000000001;3002401010
4502101XG1740B;B;M31-PRE;1930;1;20,690000000000001;3002401010
4502102XG1740B;B;M31-PRE;1930;3;7,110000000000000;3002401010
4502103XG1740B;B;M31-PRE;1930;2;21,010000000000002;3002401010
4502201XG1740B;C;M34-PRE;1950;2;18,899999999999999;3002401010
4502202XG1740B;C;M31-PRE;1920;3;29,140000000000001;3002401010
4502203XG1740B;C;RC31-PRE;1975;2;15,400000000000000;3002401010
4502204XG1740B;C;RC31-PRE;1975;1;8,320000000000000;3002401010
4502205XG1740B;C;RC31-LOW;2008;3;11,600000000000000;3002401010
4502206XG1740B;C;RC31-PRE;1980;3;35,549999999999997;3002401010
4502207XG1740B;B;RC31-LOW;2009;3;26,550000000000001;3002401010
4502208XG1740B;B;M34-PRE;1960;3;25,280000000000001;3002401010
4502209XG1740B;B;M34-PRE;1960;3;23,329999999999998;3002401010
4502210XG1740B;B;RC31-PRE;1970;3;40,399999999999999;3002401010
4502211XG1740B;B;M31-PRE;1920;2;11,380000000000001;3002401010
4502212XG1740B;B;M34-PRE;1960;3;8,340000000000000;3002401010
4502213XG1740B;B;M31-PRE;1930;3;5,940000000000000;3002401010
4502214XG1740B;B;M31-PRE;1930;2;15,730000000000000;3002401010
4502215XG1740B;B;RC31-PRE;1984;5;28,350000000000001;3002401010
4502216XG1740B;B;RC31-LOW;1910;3;22,420000000000002;3002401010
4502217XG1740B;B;M11-PRE;1910;2;38,950000000000003;3002401010
4502401XG1740B;C;RC31-LOW;1930;4;22,730000000000000;3002401010
4502402XG1740B;C;RC31-PRE;1930;2;8,930000000000000;3002401010
4502403XG1740B;C;M34-PRE;1930;2;19,879999999999999;3002401010
4502404XG1740B;C;M31-PRE;1930;2;17,590000000000000;3002401010
4502405XG1740B;C;RC31-PRE;1950;3;5,080000000000000;3002401010
4502406XG1740B;C;RC31-PRE;1975;5;39,439999999999998;3002401010
4502407XG1740B;C;RC31-PRE;1950;2;33,250000000000000;3002401010
4502501XG1740B;B;RC31-PRE;1975;2;22,129999999999999;3002401010
4502502XG1740B;B;RC31-PRE;1970;2;9,160000000000000;3002401010
4502503XG1740B;B;M31-PRE;1930;1;7,540000000000000;3002401010
4502504XG1740B;B;M31-PRE;1920;2;5,060000000000000;3002401010
4502505XG1740B;C;M31-PRE;1920;2;7,980000000000000;3002401010
4502506XG1740B;C;M31-PRE;1940;3;11,710000000000001;3002401010
4502507XG1740B;C;M11-PRE;1940;3;19,750000000000000;3002401010
